year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2dc832489,la,39.0,39548.0,white,black,the hertz corporation,15300.0,17800.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc103887,fl,25.0,32517.0,black,black,nissan-infiniti lt,12100.0,11200.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2008,Chevrolet,Tahoe,LT,SUV,automatic,1gnfk13068r253280,ga,41.0,100574.0,burgundy,black,onemain rem/ramos autos & trucks inc,19150.0,16900.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2006,Jeep,Liberty,Sport,SUV,automatic,1j4gl48kx6w222743,pa,2.0,115906.0,silver,gray,spitzer toyota scion,4500.0,3100.0,Wed Apr 22 2015 05:00:00 GMT-0700 (PDT)
2000,Acura,RL,3.5,Sedan,automatic,jh4ka9656yc002941,fl,19.0,156319.0,white,beige,nextgear capital,1400.0,1700.0,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,sedan,automatic,3fahp0ha5cr257967,tx,39.0,56494.0,silver,gray,lease plan usa,10000.0,10600.0,Tue Jun 02 2015 03:30:00 GMT-0700 (PDT)
2002,Nissan,Xterra,SE S/C,SUV,manual,5n1md28yx2c552548,wa,26.0,81646.0,green,gray,cameron motors,4000.0,7500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2005,Jeep,Liberty,Sport,SUV,automatic,1j4gk48k95w554402,az,44.0,104765.0,gray,gray,camelback finance co,4325.0,4500.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2013,BMW,3 Series,ActiveHybrid 3,sedan,automatic,wba3f9c53df145136,wi,48.0,38576.0,black,beige,financial services remarketing (lease),25500.0,26000.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2013,Ford,Taurus,SEL,sedan,automatic,1fahp2e83dg190758,tx,37.0,13851.0,red,tan,td auto finance,15400.0,15100.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2009,Ford,Mustang,GT Deluxe,Convertible,manual,1zvht85h995109013,fl,29.0,74493.0,black,black,tdaf remarketing,12800.0,13800.0,Tue Feb 17 2015 01:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab8ch409150,fl,43.0,35987.0,black,black,hyundai motor finance,15150.0,16200.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2012,Volkswagen,Passat,SE,sedan,automatic,1vwbh7a34cc096959,fl,28.0,36291.0,white,tan,vw credit,11650.0,11200.0,Wed Jun 10 2015 02:40:00 GMT-0700 (PDT)
2005,Chevrolet,Avalanche,1500 LS,Crew Cab,automatic,3gnek12zx5g157322,pa,19.0,161657.0,—,gray,navy federal credit union,7600.0,4500.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn439092,mo,36.0,33201.0,gray,black,nissan-infiniti lt,12050.0,13100.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkrged1bj156474,mi,5.0,58364.0,white,black,kevins marysville auto sales inc,14950.0,17100.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2014,GMC,Savana Cargo,2500,Van,automatic,1gtw7fca8e1903852,mn,49.0,2812.0,white,gray,u-haul,22600.0,22700.0,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2003,Kia,Sorento,EX,SUV,automatic,kndjd733535124778,fl,19.0,57702.0,green,beige,autonation ford fort lauderdale,3125.0,2500.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,sedan,automatic,1n4al2ap8cc221258,tx,19.0,96807.0,gold,beige,meridian remarketing,8050.0,6700.0,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2008,Lexus,RX 350,Base,SUV,automatic,2t2gk31u68c046327,tn,38.0,74709.0,—,tan,t & s motors,13800.0,15400.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,suv,automatic,1fmcu9e74ckc03005,oh,35.0,34404.0,black,tan,ford motor credit company llc,18050.0,17600.0,Tue Jun 09 2015 02:00:00 GMT-0700 (PDT)
2006,Lexus,IS 250,Base,Sedan,automatic,jthbk262062000776,tn,44.0,110793.0,black,black,manheim nashville,9225.0,8200.0,Tue Feb 10 2015 02:30:00 GMT-0800 (PST)
2010,Volkswagen,CC,Sport PZEV,Sedan,automatic,wvwmn7an9ae541350,sc,38.0,41761.0,black,tan,hendrick honda of charleston,11950.0,11000.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2005,Ford,Freestar,SEL,Minivan,automatic,2fmza52285ba33801,fl,29.0,126511.0,white,gray,lease & rental management,1950.0,1200.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2002,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s622103291,fl,21.0,153057.0,blue,gray,sunshine auto mart of lakeland,1950.0,1300.0,Thu Feb 05 2015 08:50:00 GMT-0800 (PST)
2005,Toyota,Camry Solara,SLE V6,Convertible,automatic,4t1fa38p05u053500,fl,23.0,163559.0,black,gray,beaver toyota of st augustine,3100.0,3500.0,Tue Feb 17 2015 10:00:00 GMT-0800 (PST)
2013,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,5tfju4gn3dx037817,ga,39.0,25820.0,black,beige,best chevrolet,24100.0,24200.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2011,Honda,CR-V,EX-L,SUV,automatic,jhlre3h74bc016475,ca,23.0,32915.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,17550.0,15500.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LS,Sedan,automatic,1g11b5sa6df190464,fl,5.0,14031.0,beige,gray,auto seekers inc,12950.0,13500.0,Fri Feb 06 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Leaf,SV,Hatchback,automatic,1n4az0cp8dc402281,il,49.0,10174.0,black,black,nissan-infiniti lt,13800.0,13000.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2007,Cadillac,Escalade EXT,Base,crew cab,automatic,3gyfk62837g141672,tx,29.0,100949.0,black,black,hopper motorplex inc,19950.0,23250.0,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h71dr127343,tx,19.0,30585.0,—,beige,ford motor credit company llc,14050.0,9000.0,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha1cr248621,wi,45.0,29467.0,silver,gray,lease plan usa,12050.0,11400.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx9duc85231,il,49.0,11970.0,gray,black,ford motor credit company llc,20100.0,21300.0,Tue May 19 2015 04:00:00 GMT-0700 (PDT)
2013,Mitsubishi,Outlander,ES,SUV,automatic,ja4as2awxdu018995,pr,1.0,1.0,white,black,scotiabank de puerto rico,14250.0,6000.0,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2010,Chevrolet,HHR,LT,Wagon,automatic,3gnbabdb4as512052,nj,31.0,111829.0,blue,black,tio chuys auto finance dba tcaf inc,4175.0,4200.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja8br261486,tx,35.0,79312.0,red,black,donlen corporation,8800.0,8800.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2004,Chevrolet,Cavalier,LS,Sedan,automatic,1g1jf52f547298052,ga,19.0,89905.0,red,black,innovative auto llc,2100.0,1500.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2010,Honda,Accord,EX-L V-6,Coupe,automatic,1hgcs2b80aa006660,fl,46.0,15009.0,black,black,tdaf remarketing,14400.0,16000.0,Tue Dec 30 2014 09:00:00 GMT-0800 (PST)
2013,Dodge,Dart,SXT,sedan,automatic,1c3cdfba7dd322079,fl,24.0,45734.0,white,black,chrysler capital,10100.0,10400.0,Wed Jun 17 2015 02:05:00 GMT-0700 (PDT)
2012,Ford,Mustang,GT,Coupe,automatic,1zvbp8cf6c5263536,tx,48.0,31121.0,silver,black,david mcdavid ford ft.worth,20400.0,21000.0,Wed Feb 11 2015 02:20:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae7du571985,oh,44.0,9916.0,white,beige,hyundai motor finance,9775.0,10100.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2006,Ford,Freestyle,SEL,wagon,automatic,1fmzk02136ga15577,tx,26.0,104231.0,gray,gray,regional acceptance corporation / greensboro,2600.0,2900.0,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn431994,fl,46.0,31042.0,blue,gray,nissan-infiniti lt,12450.0,12200.0,Tue Jan 06 2015 13:00:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,sedan,automatic,5yfburhe8ep065466,az,39.0,31482.0,silver,gray,enterprise veh exchange/rental,12500.0,12700.0,Thu Jun 11 2015 05:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap4dn460608,ca,34.0,33718.0,—,black,nissan motor acceptance corporation,13400.0,12000.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2011,Ford,Flex,SEL,wagon,automatic,2fmhk6cc3bbd04233,mi,38.0,102499.0,burgundy,gray,northway ford lincoln,12600.0,11400.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Maxima,3.5 SV,sedan,automatic,1n4aa5ap3cc800374,nj,3.0,68258.0,—,black,nissan-infiniti lt,14350.0,11100.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2012,Lincoln,MKX,Base,SUV,automatic,2lmdj6jk7cbl05497,il,46.0,48318.0,black,beige,ford motor credit company llc,22200.0,23400.0,Tue Feb 24 2015 03:00:00 GMT-0800 (PST)
2010,Mercury,Mariner,Base,SUV,automatic,4m2cn9b72akj24042,nc,37.0,83766.0,white,—,crossroads ford lincoln of shelby,8650.0,9500.0,Mon Jan 05 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk254x8a169872,fl,43.0,76097.0,off-white,black,american bank auto liquidators,20100.0,21900.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc0dbb94521,tn,46.0,19990.0,black,gray,ford motor credit company llc,10950.0,22600.0,Thu Jun 25 2015 04:00:00 GMT-0700 (PDT)
2012,GMC,Acadia,Denali,SUV,automatic,1gkkvted7cj163612,il,36.0,27056.0,silver,tan,gurley leep buick gmc cadillac gm giant,31500.0,30700.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg4dr678405,md,24.0,71800.0,silver,black,dtg operations inc,10450.0,11500.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2011,Infiniti,G Coupe,G37x,G Coupe,automatic,jn1cv6el3bm263277,il,44.0,35517.0,gray,gray,nissan infiniti lt,19900.0,20200.0,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2013,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k90dr132799,co,42.0,43119.0,black,black,ford motor credit company llc pd,17150.0,17700.0,Wed Mar 04 2015 03:00:00 GMT-0800 (PST)
2005,Chevrolet,Equinox,LT,SUV,automatic,2cndl73f256129661,nj,31.0,157094.0,silver,gray,lester glenn ford,2425.0,3300.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2002,Chevrolet,Prizm,Base,Sedan,automatic,1y1sk52842z424374,ga,19.0,149439.0,burgundy,beige,nalley toyota stonecrest,675.0,900.0,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2013,Nissan,Armada,Platinum,SUV,automatic,5n1aa0nc0dn604415,mi,48.0,11822.0,white,tan,automobiles paille inc,31100.0,34500.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2014,Lincoln,Navigator,L,SUV,automatic,5lmjj3h54eel05698,ca,5.0,7375.0,white,tan,ford motor credit company llc pd,42700.0,45500.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LS,Sedan,automatic,2g1wa5e36d1124865,nc,24.0,66105.0,white,black,folger automotive llc,9125.0,8000.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
2013,Dodge,Challenger,SXT,Coupe,automatic,2c3cdyagxdh515797,mo,33.0,27672.0,black,black,chrysler capital,18500.0,18300.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2009,BMW,5 Series,528i,Sedan,automatic,wbanu53519c121482,ca,36.0,72029.0,silver,gray,century dealer services corp,13750.0,15000.0,Wed Feb 25 2015 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap2cc201247,tx,39.0,60681.0,gray,black,california republic bank,10450.0,9800.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap2ec192672,tn,23.0,21209.0,—,black,nissan north america inc.,15700.0,16200.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2013,Lincoln,MKS,Base,Sedan,automatic,1lnhl9dkxdg611575,tx,5.0,12074.0,silver,beige,texas auto brokers,22200.0,20800.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,automatic,jtedp21a370127251,ca,38.0,91459.0,beige,beige,toyota financial services,8200.0,9600.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
1997,Toyota,Camry,LE,Sedan,automatic,4t1bg22k1vu038041,va,1.0,213806.0,gray,gray,purple heart,1225.0,325.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,Limited,minivan,automatic,2a8hr64x99r623020,tn,34.0,84551.0,gold,tan,wholesale inc # 2,10100.0,11000.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap3ec264379,tn,5.0,11269.0,black,gray,nissan north america inc.,15900.0,18000.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8dr256694,ca,43.0,23941.0,black,gray,hoehn motors inc,22600.0,21750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,convertible,automatic,1zvbp8em6e5211953,fl,47.0,30959.0,white,white,cory fairbanks mazda,19450.0,20900.0,Wed May 27 2015 02:25:00 GMT-0700 (PDT)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5bh126599,md,37.0,50531.0,—,gray,santander consumer,9825.0,10500.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2011,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef9bfb78209,nc,32.0,118580.0,white,gray,carolina farm credit,15200.0,14200.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
2010,Chevrolet,Camaro,2SS,Coupe,automatic,2g1fk1ej0a9155871,pa,41.0,30071.0,white,black,curmsons auto sales inc,22200.0,20300.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx9duc44002,mi,47.0,15826.0,white,black,ford motor credit company llc,18950.0,19100.0,Thu Jan 08 2015 01:00:00 GMT-0800 (PST)
2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gt5es357855,ca,19.0,13603.0,black,gray,enterprise veh exchange/rental,21800.0,19200.0,Wed Feb 11 2015 07:05:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu9e77ckb70680,tn,35.0,34537.0,—,tan,ford motor credit company llc,18100.0,17200.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e37d1188343,fl,37.0,42127.0,silver,black,enterprise veh exchange/rental,12500.0,12400.0,Fri Dec 19 2014 09:20:00 GMT-0800 (PST)
2013,Hyundai,Veloster,Turbo,Hatchback,manual,kmhtc6ae3du128891,pa,4.0,23799.0,brown,black,r hollenshead auto sales inc,14950.0,14500.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2011,Chevrolet,Camaro,2SS,Coupe,manual,2g1ft1ewxb9140840,ca,29.0,44389.0,black,black,reliance motors llc,20300.0,21100.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2012,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv4cw197274,oh,38.0,33084.0,black,gray,toyota financial services,16050.0,15900.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2008,Honda,Accord,EX-L,Coupe,automatic,1hgcs128x8a009893,md,35.0,113283.0,gray,beige,kensington finance inc,8075.0,7500.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,SLK-Class,SLK250,convertible,automatic,wddpk4ha8ef079893,fl,49.0,12370.0,gray,gray,mercedes-benz financial services,35000.0,36500.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2011,Volkswagen,Golf,2.5L,Hatchback,automatic,wvwda7aj5bw057079,fl,36.0,43745.0,blue,black,remarketing by ge/tmt auto wholesale inc,10150.0,10000.0,Fri Dec 19 2014 09:45:00 GMT-0800 (PST)
2008,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46kx8u062492,tn,23.0,169469.0,red,gray,southern auto exchange,4875.0,5400.0,Tue Mar 10 2015 03:30:00 GMT-0700 (PDT)
2010,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,wddgf5ebxar112179,tx,37.0,47871.0,silver,gray,mercedes benz of georgetown,15700.0,15400.0,Thu May 28 2015 04:00:00 GMT-0700 (PDT)
2010,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcskse36az257887,tx,29.0,59754.0,blue,gray,chrysler capital,19650.0,18500.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2000,Nissan,Altima,GLE,Sedan,automatic,1n4dl01a8yc243118,wa,37.0,170722.0,black,black,lexus of seattle llc,1100.0,2500.0,Wed Feb 11 2015 05:50:00 GMT-0800 (PST)
2006,Lexus,GS 300,Base,Sedan,automatic,jthbh96s165009220,ca,23.0,137292.0,silver,gray,phillips auto brokerage,9450.0,8900.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2013,Ford,Explorer,Limited,SUV,automatic,1fm5k8f80dga14596,oh,45.0,105263.0,gray,black,nation wide auto sales llc,22500.0,18600.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2007,Scion,tC,Base,Hatchback,automatic,jtkde177570171003,nc,27.0,117034.0,—,black,hendrick toyota scion concord,4975.0,6800.0,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,automatic,wddgf8ab9da830994,nj,44.0,21371.0,white,beige,mercedes-benz financial services,24200.0,24750.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar9cm672542,tn,28.0,57204.0,white,gray,nissan infiniti lt,17150.0,16800.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg2dr822275,fl,37.0,33784.0,blue,black,ez rent a car inc,12900.0,12700.0,Tue Mar 03 2015 01:00:00 GMT-0800 (PST)
2011,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef5bkd41476,tx,39.0,75587.0,white,gray,ge fleet services for itself/servicer,19950.0,19800.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2002,Volvo,XC,Base,Wagon,automatic,yv1sz58d521049138,va,19.0,229808.0,beige,brown,don beyer motors inc,475.0,950.0,Thu Jan 15 2015 01:35:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,suv,automatic,jn8as5mt7cw266525,fl,44.0,34071.0,blue,black,nissan-infiniti lt,12850.0,12400.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2007,Toyota,Camry,LE,Sedan,automatic,jtnbe46k673074862,wi,19.0,170960.0,black,gray,jpmorgan chase bank n.a.,5375.0,4800.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2004,Cadillac,DeVille,Base,Sedan,automatic,1g6kd57yx4u184001,oh,19.0,61143.0,white,black,pat o'brien chevrolet west,3600.0,3100.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2007,Toyota,Highlander Hybrid,Limited,SUV,automatic,jtehw21a970042158,ca,37.0,135253.0,silver,gray,logistics leasing,9325.0,8500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2008,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ftsx21598ee39948,mn,26.0,109448.0,white,tan,remarketing by ge/ge capital solutions,8275.0,13500.0,Thu Jan 15 2015 02:45:00 GMT-0800 (PST)
2011,Buick,LaCrosse,CXS,Sedan,automatic,1g4ge5ed5bf143496,tx,23.0,155690.0,black,gray,fairway ford henderson,13150.0,10500.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2008,Toyota,Prius,Touring,Hatchback,automatic,jtdkb20u383342988,ca,35.0,147845.0,gold,beige,premium auto wholesale,5275.0,6600.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2007,Ford,Freestyle,Limited,Wagon,automatic,1fmdk03167ga25322,nc,19.0,136746.0,green,black,dt credit corporation,1575.0,2200.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2003,Chevrolet,Tahoe,LS,SUV,automatic,1gnek13t73r112927,ca,19.0,175243.0,burgundy,gray,lobel financial corp,3125.0,3200.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2009,Honda,Accord,EX-L,Sedan,automatic,1hgcp26879a023334,nc,19.0,130129.0,gray,gray,santander consumer,8425.0,8200.0,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ba5h10al156713,fl,34.0,92008.0,white,gray,tdaf remarketing,19100.0,20800.0,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
2012,Dodge,Durango,R/T,SUV,automatic,1c4sdhct5cc362118,ca,36.0,33436.0,black,black,personalized auto group,27100.0,26750.0,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjebg2ec466692,fl,4.0,32635.0,gray,black,avis corporation,27700.0,27500.0,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
2008,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnfk12308g129016,pa,31.0,96296.0,blue,black,r hollenshead auto sales inc,18950.0,18500.0,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37x,G Coupe,automatic,jn1cv6el6dm980078,mo,43.0,21983.0,red,black,nissan infiniti lt,24800.0,24800.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2015,BMW,X3,xDrive28i,SUV,automatic,5uxwx9c52f0d46210,fl,44.0,16965.0,black,black,sixt rent a car,30200.0,30200.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw6bw159933,co,34.0,18816.0,silver,black,nissan-infiniti lt,21500.0,20900.0,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap2cc178083,fl,45.0,44211.0,black,black,nissan-infiniti lt,11750.0,14000.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2013,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba3dc109721,fl,46.0,15847.0,black,black,lexus financial services,33400.0,31600.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2007,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnfk12357g221320,oh,39.0,143192.0,blue,black,sullivan auto group llc,11800.0,12600.0,Thu Feb 19 2015 02:30:00 GMT-0800 (PST)
2006,Volkswagen,New Beetle,2.5 PZEV,Hatchback,automatic,3vwrg31c06m416839,ny,28.0,111064.0,red,black,par north america,3375.0,1500.0,Tue Jan 27 2015 16:00:00 GMT-0800 (PST)
2010,Chrysler,300,Touring,Sedan,automatic,2c3ca5cv7ah326488,tx,37.0,90161.0,white,black,santander consumer,9275.0,8900.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2013,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9dr792823,il,42.0,32073.0,blue,gray,ec sales llc,17250.0,17900.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Kia,Sportage,EX,SUV,automatic,kndpc3a27b7070953,ca,37.0,63064.0,red,black,kia motors america  inc -lemon law buybacks,14100.0,11100.0,Tue Feb 24 2015 04:30:00 GMT-0800 (PST)
2006,Honda,Civic,LX,Sedan,automatic,1hgfa16526l123792,fl,32.0,175687.0,white,tan,orlando hyundai,3825.0,3900.0,Tue Feb 17 2015 10:00:00 GMT-0800 (PST)
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab7en212618,nj,1.0,18894.0,gray,black,enterprise veh exchange/rental,11700.0,8000.0,Wed Jan 21 2015 04:00:00 GMT-0800 (PST)
2013,Ford,C-Max Hybrid,SE,Wagon,automatic,1fadp5au6dl518717,ca,46.0,33382.0,silver,black,ford motor credit company llc pd,12650.0,14200.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Chevrolet,Traverse,LS,SUV,automatic,1gnkvfkd0ej154648,wi,43.0,50663.0,gray,gray,ge fleet services for itself/servicer,17500.0,18600.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2006,Nissan,Quest,3.5 SE,Minivan,automatic,5n1bv28u76n114467,nc,28.0,139085.0,silver,gray,honda cars of rock hill,2500.0,4600.0,Wed Mar 04 2015 06:00:00 GMT-0800 (PST)
2007,Toyota,Avalon,XL,sedan,automatic,4t1bk36bx7u219429,tx,37.0,149194.0,white,gray,vroom,6450.0,7500.0,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab0en222025,nc,4.0,11738.0,blue,gray,chrysler capital,12150.0,11400.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2008,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e48c812909,sc,32.0,118191.0,black,black,andrew thomas motorcars,5825.0,7800.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2012,Subaru,Impreza,2.0i,hatchback,automatic,jf1gpaa6xch217523,nj,36.0,22253.0,blue,black,subaru of america,14250.0,12000.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2012,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwjp7at1cm647863,nv,36.0,6991.0,brown,black,sti remarketing,13300.0,12500.0,Fri Feb 20 2015 05:00:00 GMT-0800 (PST)
